"AWS.Amazon RDS","AWS.Amazon Aurora","AWS.Amazon ElastiCache","AWS.Amazon Athena","AWS.Amazon CloudFormation","AWS.Amazon CloudFront","AWS.Amazon Cognito","AWS.Amazon CodePipeline","AWS.Amazon Connect","AWS.Amazon DynamoDB","AWS.Amazon EBS","AWS.Amazon EMR","AWS.Amazon Kinesis","AWS.Amazon Lambda","AWS.Amazon Lightsail","AWS.Amazon Redshift","AWS.Amazon S3","AWS.Amazon SNS","AWS.Amazon SQS","AWS.Amazon WAF","AWS.Amazon Storage Gateway"
"[""MySQL"",""PostgreSQL"",""MariaDB""]","[""MySQL"",""PostgreSQL""]","[""Memcached"",""Redis""]","[""Presto"",""Apache Spark""]","[""Terraform"",""Pulumi"",""Ansible""]","[""Fastly"",""Incapsula"",""MaxCDN"",""Cloudflare""]","[""Auth0"",""Okta"",""Keycloak""]","[""CircleCI"",""Jenkins"",""Bamboo"",""Github Actions""]","[""Twilio"",""Zendesk"",""RingCentral"",""Avaya"",""Genesys""]","[""MongoDB""]","[""Rook"",""Minio"",""Storj"",""OpenEBS""]","[""Hadoop"",""Databricks"",""Snowflake""]","[""Kafka"",""Spark"",""Storm""]","[""Serverless""]","[""Digital Ocean"",""Linode"",""Heroku""]","[""Hadoop""]","[""Minio"",""Rook""]","[""Twilio"",""Kafka""]","[""Redis"",""Kafka"",""RabbitMQ"",""ActiveMQ""]","[""Cloudflare"",""Incapsula"",""pfSense"",""Wazuh""]","[""restic"",""Borg""]"
